AStar,1.18333333333333,0,62,52,76,Map03,
AStar,1.23333333333333,0,54,46,77,Map03,
AStar,1.41666666666667,0,62,52,87,Map03,
AStar,1.18333333333333,0,54,46,76,Map03,
