Dijkstra,54.6333333333333,0,116,99,3351,Map09,
Dijkstra,56.6666666666667,0,72,72,3546,Map09,
Dijkstra,36.8,0,38,38,2352,Map09,
Dijkstra,58.1333333333333,0,95,88,3562,Map09,
